city,year,month,station,temperature,season
宜蘭縣,2009,10,宜蘭,23.86,autumn
臺中市,2009,10,忠明,26.3,autumn
新北市,2009,10,林口,22.96,autumn
高雄市,2009,10,林園,27.33,autumn
新北市,2009,10,板橋,24.64,autumn
臺北市,2009,10,松山,24.97,autumn
花蓮縣,2009,10,花蓮,25.58,autumn
高雄市,2009,10,前金,26.34,autumn
高雄市,2009,10,前鎮,27.74,autumn
南投縣,2009,10,南投,25.72,autumn
屏東縣,2009,10,屏東,27.21,autumn
屏東縣,2009,10,恆春,26.36,autumn
高雄市,2009,10,美濃,27.05,autumn
苗栗縣,2009,10,苗栗,25.24,autumn
南投縣,2009,10,埔里,25.39,autumn
桃園市,2009,10,桃園,24.38,autumn
基隆市,2009,10,基隆,24.05,autumn
雲林縣,2009,10,崙背,25.18,autumn
高雄市,2009,10,復興,27.14,autumn
新竹縣,2009,10,湖口,24.37,autumn
臺南市,2009,10,善化,25.7,autumn
新北市,2009,10,菜寮,24.95,autumn
臺北市,2009,10,陽明,17.11,autumn
新竹市,2009,10,新竹,25.38,autumn
新北市,2009,10,新店,24.13,autumn
新北市,2009,10,新莊,24.02,autumn
嘉義縣,2009,10,新港,25.16,autumn
臺南市,2009,10,新營,26.25,autumn
高雄市,2009,10,楠梓,26.05,autumn
新北市,2009,10,萬里,23.93,autumn
臺北市,2009,10,萬華,24.32,autumn
嘉義市,2009,10,嘉義,26.1,autumn
彰化縣,2009,10,彰化,25.65,autumn
雲林縣,2009,10,臺西,25.41,autumn
臺東縣,2009,10,臺東,26.67,autumn
臺南市,2009,10,臺南,26.45,autumn
高雄市,2009,10,鳳山,26.83,autumn
屏東縣,2009,10,潮州,26.65,autumn
彰化縣,2009,10,線西,25.65,autumn
高雄市,2009,10,橋頭,26.58,autumn
苗栗縣,2009,10,頭份,24.73,autumn
桃園市,2009,10,龍潭,22.63,autumn
臺中市,2009,10,豐原,25.29,autumn
臺東縣,2009,10,關山,24.61,autumn
桃園市,2009,10,觀音,24.68,autumn
彰化縣,2009,11,二林,22.08,autumn
新北市,2009,11,三重,21.93,autumn
苗栗縣,2009,11,三義,18.48,autumn
新北市,2009,11,土城,22.01,autumn
臺北市,2009,11,士林,21.9,autumn
臺中市,2009,11,大里,22.99,autumn
桃園市,2009,11,大園,21.65,autumn
高雄市,2009,11,大寮,24.05,autumn
高雄市,2009,11,小港,24.16,autumn
臺北市,2009,11,中山,22.3,autumn
桃園市,2009,11,中壢,20.6,autumn
高雄市,2009,11,仁武,24.13,autumn
雲林縣,2009,11,斗六,22.64,autumn
宜蘭縣,2009,11,冬山,21.19,autumn
臺北市,2009,11,古亭,21.95,autumn
高雄市,2009,11,左營,23.52,autumn
桃園市,2009,11,平鎮,20.88,autumn
新北市,2009,11,永和,21.97,autumn
臺南市,2009,11,安南,22.5,autumn
嘉義縣,2009,11,朴子,22.82,autumn
新北市,2009,11,汐止,21.39,autumn
南投縣,2009,11,竹山,21.44,autumn
新竹縣,2009,11,竹東,21.3,autumn
臺中市,2009,11,西屯,21.65,autumn
臺中市,2009,11,沙鹿,21.48,autumn
宜蘭縣,2009,11,宜蘭,21.26,autumn
臺中市,2009,11,忠明,22.48,autumn
新北市,2009,11,林口,19.9,autumn
高雄市,2009,11,林園,24.54,autumn
新北市,2009,11,板橋,21.84,autumn
臺北市,2009,11,松山,22.01,autumn
花蓮縣,2009,11,花蓮,23.09,autumn
高雄市,2009,11,前金,23.35,autumn
高雄市,2009,11,前鎮,24.74,autumn
南投縣,2009,11,南投,22.14,autumn
屏東縣,2009,11,屏東,24.34,autumn
屏東縣,2009,11,恆春,24.51,autumn
高雄市,2009,11,美濃,24.32,autumn
苗栗縣,2009,11,苗栗,21.45,autumn
南投縣,2009,11,埔里,21.88,autumn
桃園市,2009,11,桃園,20.91,autumn
基隆市,2009,11,基隆,21.28,autumn
雲林縣,2009,11,崙背,21.87,autumn
高雄市,2009,11,復興,24.1,autumn
新竹縣,2009,11,湖口,20.82,autumn
臺南市,2009,11,善化,22.52,autumn
新北市,2009,11,菜寮,22.07,autumn
臺北市,2009,11,陽明,14.43,autumn
新竹市,2009,11,新竹,21.73,autumn
新北市,2009,11,新店,21.3,autumn
新北市,2009,11,新莊,21.19,autumn
嘉義縣,2009,11,新港,21.69,autumn
臺南市,2009,11,新營,23.08,autumn
高雄市,2009,11,楠梓,22.9,autumn
新北市,2009,11,萬里,21.16,autumn
臺北市,2009,11,萬華,21.5,autumn
嘉義市,2009,11,嘉義,22.7,autumn
彰化縣,2009,11,彰化,21.89,autumn
雲林縣,2009,11,臺西,22.23,autumn
臺東縣,2009,11,臺東,24.12,autumn
臺南市,2009,11,臺南,23.27,autumn
高雄市,2009,11,鳳山,23.58,autumn
屏東縣,2009,11,潮州,23.99,autumn
彰化縣,2009,11,線西,22.17,autumn
高雄市,2009,11,橋頭,23.43,autumn
苗栗縣,2009,11,頭份,20.97,autumn
桃園市,2009,11,龍潭,19.94,autumn
臺中市,2009,11,豐原,21.39,autumn
臺東縣,2009,11,關山,22.41,autumn
桃園市,2009,11,觀音,21.31,autumn
彰化縣,2009,12,二林,17.68,winter
新北市,2009,12,三重,17.27,winter
苗栗縣,2009,12,三義,14.36,winter
新北市,2009,12,土城,17.61,winter
臺北市,2009,12,士林,17.28,winter
臺中市,2009,12,大里,18.28,winter
桃園市,2009,12,大園,17.36,winter
高雄市,2009,12,大寮,20.28,winter
高雄市,2009,12,小港,20.48,winter
臺北市,2009,12,中山,17.89,winter
桃園市,2009,12,中壢,16.37,winter
高雄市,2009,12,仁武,20.25,winter
雲林縣,2009,12,斗六,18.39,winter
宜蘭縣,2009,12,冬山,17.19,winter
臺北市,2009,12,古亭,17.63,winter
高雄市,2009,12,左營,19.52,winter
桃園市,2009,12,平鎮,16.57,winter
新北市,2009,12,永和,17.48,winter
臺南市,2009,12,安南,17.89,winter
嘉義縣,2009,12,朴子,18.55,winter
新北市,2009,12,汐止,17.14,winter
南投縣,2009,12,竹山,17.27,winter
新竹縣,2009,12,竹東,16.71,winter
臺中市,2009,12,西屯,17.5,winter
臺中市,2009,12,沙鹿,16.68,winter
宜蘭縣,2009,12,宜蘭,17.14,winter
臺中市,2009,12,忠明,18.09,winter
新北市,2009,12,林口,15.49,winter
高雄市,2009,12,林園,20.97,winter
新北市,2009,12,板橋,17.4,winter
臺北市,2009,12,松山,17.41,winter
花蓮縣,2009,12,花蓮,19.19,winter
高雄市,2009,12,前金,19.38,winter
高雄市,2009,12,前鎮,20.96,winter
南投縣,2009,12,南投,17.73,winter
屏東縣,2009,12,屏東,20.52,winter
屏東縣,2009,12,恆春,21.29,winter
高雄市,2009,12,美濃,20.53,winter
苗栗縣,2009,12,苗栗,17,winter
南投縣,2009,12,埔里,17.61,winter
桃園市,2009,12,桃園,16.38,winter
基隆市,2009,12,基隆,17.12,winter
雲林縣,2009,12,崙背,17.75,winter
高雄市,2009,12,復興,20.37,winter
新竹縣,2009,12,湖口,16.52,winter
臺南市,2009,12,善化,18.26,winter
新北市,2009,12,菜寮,17.55,winter
臺北市,2009,12,陽明,12.15,winter
新竹市,2009,12,新竹,17.49,winter
新北市,2009,12,新店,16.99,winter
新北市,2009,12,新莊,16.6,winter
嘉義縣,2009,12,新港,17.33,winter
臺南市,2009,12,新營,18.73,winter
高雄市,2009,12,楠梓,18.8,winter
新北市,2009,12,萬里,17.14,winter
臺北市,2009,12,萬華,17.08,winter
嘉義市,2009,12,嘉義,18.46,winter
彰化縣,2009,12,彰化,17.16,winter
雲林縣,2009,12,臺西,18.1,winter
臺東縣,2009,12,臺東,20.07,winter
臺南市,2009,12,臺南,18.97,winter
高雄市,2009,12,鳳山,19.9,winter
屏東縣,2009,12,潮州,20.25,winter
彰化縣,2009,12,線西,17.68,winter
高雄市,2009,12,橋頭,19.26,winter
苗栗縣,2009,12,頭份,16.77,winter
桃園市,2009,12,龍潭,15.19,winter
臺中市,2009,12,豐原,16.93,winter
臺東縣,2009,12,關山,18.25,winter
桃園市,2009,12,觀音,17.09,winter
彰化縣,2010,1,二林,16.98,winter
新北市,2010,1,三重,16.95,winter
苗栗縣,2010,1,三義,13.97,winter
新北市,2010,1,土城,17.22,winter
臺北市,2010,1,士林,17.13,winter
臺中市,2010,1,大里,17.68,winter
桃園市,2010,1,大園,17.12,winter
高雄市,2010,1,大寮,20.01,winter
高雄市,2010,1,小港,20.08,winter
臺北市,2010,1,中山,17.62,winter
桃園市,2010,1,中壢,15.93,winter
高雄市,2010,1,仁武,19.82,winter
雲林縣,2010,1,斗六,17.89,winter
宜蘭縣,2010,1,冬山,16.69,winter
臺北市,2010,1,古亭,17.22,winter
桃園市,2010,1,平鎮,16.18,winter
新北市,2010,1,永和,17.37,winter
臺南市,2010,1,安南,17.48,winter
嘉義縣,2010,1,朴子,18.03,winter
新北市,2010,1,汐止,17,winter
南投縣,2010,1,竹山,16.77,winter
新竹縣,2010,1,竹東,16.26,winter
臺中市,2010,1,西屯,17.22,winter
臺中市,2010,1,沙鹿,16.37,winter
宜蘭縣,2010,1,宜蘭,16.61,winter
臺中市,2010,1,忠明,17.65,winter
新北市,2010,1,林口,15.48,winter
高雄市,2010,1,林園,20.55,winter
新北市,2010,1,板橋,17.2,winter
臺北市,2010,1,松山,17.21,winter
花蓮縣,2010,1,花蓮,18.89,winter
高雄市,2010,1,前金,18.97,winter
高雄市,2010,1,前鎮,20.5,winter
南投縣,2010,1,南投,17.34,winter
屏東縣,2010,1,屏東,20.22,winter
屏東縣,2010,1,恆春,21.26,winter
高雄市,2010,1,美濃,19.47,winter
苗栗縣,2010,1,苗栗,16.16,winter
南投縣,2010,1,埔里,17.32,winter
桃園市,2010,1,桃園,16.43,winter
基隆市,2010,1,基隆,16.64,winter
雲林縣,2010,1,崙背,17.25,winter
高雄市,2010,1,復興,19.91,winter
新竹縣,2010,1,湖口,15.72,winter
臺南市,2010,1,善化,17.88,winter
新北市,2010,1,菜寮,17.32,winter
臺北市,2010,1,陽明,12.21,winter
新竹市,2010,1,新竹,16.79,winter
新北市,2010,1,新店,16.91,winter
新北市,2010,1,新莊,16.52,winter
嘉義縣,2010,1,新港,16.77,winter
臺南市,2010,1,新營,18.34,winter
高雄市,2010,1,楠梓,18.41,winter
新北市,2010,1,萬里,16.51,winter
臺北市,2010,1,萬華,16.79,winter
嘉義市,2010,1,嘉義,17.98,winter
彰化縣,2010,1,彰化,16.49,winter
雲林縣,2010,1,臺西,17.3,winter
臺東縣,2010,1,臺東,20.17,winter
臺南市,2010,1,臺南,18.53,winter
高雄市,2010,1,鳳山,19.68,winter
屏東縣,2010,1,潮州,20.08,winter
彰化縣,2010,1,線西,16.89,winter
高雄市,2010,1,橋頭,18.83,winter
苗栗縣,2010,1,頭份,16.19,winter
桃園市,2010,1,龍潭,14.91,winter
臺中市,2010,1,豐原,16.44,winter
臺東縣,2010,1,關山,18.21,winter
桃園市,2010,1,觀音,16.14,winter
彰化縣,2010,2,二林,18.59,winter
新北市,2010,2,三重,17.55,winter
苗栗縣,2010,2,三義,15.52,winter
新北市,2010,2,土城,17.9,winter
臺北市,2010,2,士林,17.59,winter
臺中市,2010,2,大里,19.19,winter
桃園市,2010,2,大園,17.8,winter
高雄市,2010,2,大寮,21.67,winter
高雄市,2010,2,小港,21.79,winter
臺北市,2010,2,中山,18.32,winter
桃園市,2010,2,中壢,16.66,winter
高雄市,2010,2,仁武,21.54,winter
雲林縣,2010,2,斗六,19.41,winter
宜蘭縣,2010,2,冬山,18.27,winter
臺北市,2010,2,古亭,17.94,winter
高雄市,2010,2,左營,21,winter
桃園市,2010,2,平鎮,16.66,winter
新北市,2010,2,永和,18.18,winter
臺南市,2010,2,安南,19.82,winter
嘉義縣,2010,2,朴子,19.8,winter
新北市,2010,2,汐止,17.95,winter
南投縣,2010,2,竹山,18.15,winter
新竹縣,2010,2,竹東,17.24,winter
臺中市,2010,2,西屯,18.45,winter
臺中市,2010,2,沙鹿,18.02,winter
宜蘭縣,2010,2,宜蘭,18.35,winter
臺中市,2010,2,忠明,18.95,winter
新北市,2010,2,林口,16.02,winter
高雄市,2010,2,林園,22.35,winter
新北市,2010,2,板橋,17.87,winter
臺北市,2010,2,松山,18.69,winter
花蓮縣,2010,2,花蓮,20.53,winter
高雄市,2010,2,前金,20.71,winter
高雄市,2010,2,前鎮,22.14,winter
南投縣,2010,2,南投,18.74,winter
屏東縣,2010,2,屏東,22.05,winter
屏東縣,2010,2,恆春,23.2,winter
高雄市,2010,2,美濃,21.06,winter
苗栗縣,2010,2,苗栗,17.32,winter
南投縣,2010,2,埔里,18.67,winter
桃園市,2010,2,桃園,17.25,winter
基隆市,2010,2,基隆,17.26,winter
雲林縣,2010,2,崙背,19.07,winter
高雄市,2010,2,復興,21.6,winter
新竹縣,2010,2,湖口,16.48,winter
臺南市,2010,2,善化,19.71,winter
新北市,2010,2,菜寮,17.71,winter
臺北市,2010,2,陽明,11.72,winter
新竹市,2010,2,新竹,17.45,winter
新北市,2010,2,新店,17.58,winter
新北市,2010,2,新莊,17.01,winter
嘉義縣,2010,2,新港,18.62,winter
臺南市,2010,2,新營,20.16,winter
高雄市,2010,2,楠梓,20.37,winter
新北市,2010,2,萬里,17.05,winter
臺北市,2010,2,萬華,17.85,winter
嘉義市,2010,2,嘉義,19.65,winter
彰化縣,2010,2,彰化,17.95,winter
雲林縣,2010,2,臺西,18.82,winter
臺東縣,2010,2,臺東,22.14,winter
臺南市,2010,2,臺南,20.32,winter
高雄市,2010,2,鳳山,21.21,winter
屏東縣,2010,2,潮州,21.93,winter
彰化縣,2010,2,線西,18.23,winter
高雄市,2010,2,橋頭,20.61,winter
苗栗縣,2010,2,頭份,17.08,winter
桃園市,2010,2,龍潭,16.16,winter
臺中市,2010,2,豐原,17.86,winter
臺東縣,2010,2,關山,20.31,winter
桃園市,2010,2,觀音,16.71,winter
彰化縣,2010,3,二林,21.15,spring
新北市,2010,3,三重,19.89,spring
苗栗縣,2010,3,三義,17.76,spring
新北市,2010,3,土城,20.36,spring
臺北市,2010,3,士林,19.87,spring
臺中市,2010,3,大里,22.01,spring
桃園市,2010,3,大園,18.79,spring
高雄市,2010,3,大寮,23.66,spring
高雄市,2010,3,小港,23.84,spring
臺北市,2010,3,中山,20.54,spring
桃園市,2010,3,中壢,19.13,spring
高雄市,2010,3,仁武,23.86,spring
雲林縣,2010,3,斗六,22.12,spring
宜蘭縣,2010,3,冬山,19.9,spring
臺北市,2010,3,古亭,20.21,spring
高雄市,2010,3,左營,23.26,spring
桃園市,2010,3,平鎮,19.06,spring
新北市,2010,3,永和,20.44,spring
臺南市,2010,3,安南,22.48,spring
嘉義縣,2010,3,朴子,22.3,spring
新北市,2010,3,汐止,19.71,spring
南投縣,2010,3,竹山,20.82,spring
新竹縣,2010,3,竹東,19.23,spring
臺中市,2010,3,西屯,20.86,spring
臺中市,2010,3,沙鹿,19.7,spring
宜蘭縣,2010,3,宜蘭,19.81,spring
臺中市,2010,3,忠明,21.69,spring
新北市,2010,3,林口,18.22,spring
高雄市,2010,3,林園,23.95,spring
新北市,2010,3,板橋,20.19,spring
臺北市,2010,3,松山,20.39,spring
花蓮縣,2010,3,花蓮,21.74,spring
高雄市,2010,3,前金,23.12,spring
高雄市,2010,3,前鎮,24.45,spring
南投縣,2010,3,南投,21.53,spring
屏東縣,2010,3,屏東,24.07,spring
屏東縣,2010,3,恆春,23.86,spring
高雄市,2010,3,美濃,23.11,spring
苗栗縣,2010,3,苗栗,19.48,spring
南投縣,2010,3,埔里,20.8,spring
桃園市,2010,3,桃園,19.63,spring
基隆市,2010,3,基隆,19.06,spring
雲林縣,2010,3,崙背,21.25,spring
高雄市,2010,3,復興,23.88,spring
新竹縣,2010,3,湖口,18.79,spring
臺南市,2010,3,善化,22.02,spring
新北市,2010,3,菜寮,20.08,spring
臺北市,2010,3,陽明,12.75,spring
新竹市,2010,3,新竹,19.68,spring
新北市,2010,3,新店,20.02,spring
新北市,2010,3,新莊,19.41,spring
嘉義縣,2010,3,新港,21.18,spring
臺南市,2010,3,新營,22.54,spring
高雄市,2010,3,楠梓,22.82,spring
新北市,2010,3,萬里,18.66,spring
臺北市,2010,3,萬華,20.14,spring
嘉義市,2010,3,嘉義,22.79,spring
彰化縣,2010,3,彰化,20.63,spring
雲林縣,2010,3,臺西,21.07,spring
臺東縣,2010,3,臺東,22.69,spring
臺南市,2010,3,臺南,22.91,spring
高雄市,2010,3,鳳山,23.93,spring
屏東縣,2010,3,潮州,23.64,spring
彰化縣,2010,3,線西,20.65,spring
高雄市,2010,3,橋頭,23.09,spring
苗栗縣,2010,3,頭份,19.21,spring
桃園市,2010,3,龍潭,18.63,spring
臺中市,2010,3,豐原,20.45,spring
臺東縣,2010,3,關山,20.97,spring
桃園市,2010,3,觀音,18.98,spring
彰化縣,2010,4,二林,22.03,spring
新北市,2010,4,三重,20.99,spring
苗栗縣,2010,4,三義,18.73,spring
新北市,2010,4,土城,21.32,spring
臺北市,2010,4,士林,20.85,spring
臺中市,2010,4,大里,23.02,spring
桃園市,2010,4,大園,19.6,spring
高雄市,2010,4,大寮,24.95,spring
高雄市,2010,4,小港,25.06,spring
臺北市,2010,4,中山,21.43,spring
桃園市,2010,4,中壢,20.21,spring
高雄市,2010,4,仁武,25.13,spring
雲林縣,2010,4,斗六,22.95,spring
宜蘭縣,2010,4,冬山,20.82,spring
臺北市,2010,4,古亭,21.02,spring
高雄市,2010,4,左營,24.84,spring
桃園市,2010,4,平鎮,20.21,spring
新北市,2010,4,永和,21.31,spring
臺南市,2010,4,安南,23.34,spring
嘉義縣,2010,4,朴子,23.06,spring
新北市,2010,4,汐止,20.76,spring
南投縣,2010,4,竹山,21.58,spring
新竹縣,2010,4,竹東,20.38,spring
臺中市,2010,4,西屯,21.8,spring
臺中市,2010,4,沙鹿,21.91,spring
宜蘭縣,2010,4,宜蘭,20.77,spring
臺中市,2010,4,忠明,22.55,spring
新北市,2010,4,林口,19.4,spring
高雄市,2010,4,林園,25.47,spring
新北市,2010,4,板橋,21.13,spring
臺北市,2010,4,松山,21.29,spring
花蓮縣,2010,4,花蓮,22.6,spring
高雄市,2010,4,前金,24.15,spring
高雄市,2010,4,前鎮,25.51,spring
南投縣,2010,4,南投,22.26,spring
屏東縣,2010,4,屏東,25.37,spring
屏東縣,2010,4,恆春,24.93,spring
高雄市,2010,4,美濃,24.39,spring
苗栗縣,2010,4,苗栗,20.73,spring
南投縣,2010,4,埔里,21.95,spring
桃園市,2010,4,桃園,20.52,spring
基隆市,2010,4,基隆,20.44,spring
雲林縣,2010,4,崙背,22.23,spring
高雄市,2010,4,復興,24.94,spring
新竹縣,2010,4,湖口,20.04,spring
臺南市,2010,4,善化,23.09,spring
新北市,2010,4,菜寮,20.98,spring
臺北市,2010,4,陽明,13.38,spring
新竹市,2010,4,新竹,20.95,spring
新北市,2010,4,新店,20.96,spring
新北市,2010,4,新莊,20.28,spring
嘉義縣,2010,4,新港,21.98,spring
臺南市,2010,4,新營,23.41,spring
高雄市,2010,4,楠梓,24.02,spring
新北市,2010,4,萬里,19.98,spring
臺北市,2010,4,萬華,20.93,spring
嘉義市,2010,4,嘉義,23.21,spring
彰化縣,2010,4,彰化,21.65,spring
雲林縣,2010,4,臺西,22,spring
臺東縣,2010,4,臺東,23.84,spring
臺南市,2010,4,臺南,23.88,spring
高雄市,2010,4,鳳山,25.05,spring
屏東縣,2010,4,潮州,25.09,spring
彰化縣,2010,4,線西,21.65,spring
高雄市,2010,4,橋頭,24.31,spring
苗栗縣,2010,4,頭份,20.68,spring
桃園市,2010,4,龍潭,19.69,spring
臺中市,2010,4,豐原,21.51,spring
臺東縣,2010,4,關山,22.5,spring
桃園市,2010,4,觀音,20.26,spring
彰化縣,2010,5,二林,26.38,spring
新北市,2010,5,三重,25.64,spring
苗栗縣,2010,5,三義,23.36,spring
新北市,2010,5,土城,25.96,spring
臺北市,2010,5,士林,25.43,spring
臺中市,2010,5,大里,27.8,spring
桃園市,2010,5,大園,24.45,spring
高雄市,2010,5,大寮,27.92,spring
高雄市,2010,5,小港,27.92,spring
臺北市,2010,5,中山,26.13,spring
桃園市,2010,5,中壢,24.91,spring
高雄市,2010,5,仁武,28.66,spring
雲林縣,2010,5,斗六,27.35,spring
宜蘭縣,2010,5,冬山,25.15,spring
臺北市,2010,5,古亭,25.72,spring
高雄市,2010,5,左營,28.76,spring
桃園市,2010,5,平鎮,24.86,spring
新北市,2010,5,永和,26.07,spring
臺南市,2010,5,安南,27.5,spring
嘉義縣,2010,5,朴子,27.12,spring
新北市,2010,5,汐止,25.31,spring
南投縣,2010,5,竹山,25.81,spring
新竹縣,2010,5,竹東,24.76,spring
臺中市,2010,5,西屯,25.83,spring
臺中市,2010,5,沙鹿,26.11,spring
宜蘭縣,2010,5,宜蘭,25.1,spring
臺中市,2010,5,忠明,27.17,spring
新北市,2010,5,林口,23.93,spring
高雄市,2010,5,林園,28.18,spring
新北市,2010,5,板橋,25.93,spring
臺北市,2010,5,松山,25.74,spring
花蓮縣,2010,5,花蓮,26.09,spring
高雄市,2010,5,前金,27.25,spring
高雄市,2010,5,前鎮,28.59,spring
南投縣,2010,5,南投,26.79,spring
屏東縣,2010,5,屏東,28.47,spring
屏東縣,2010,5,恆春,27.35,spring
高雄市,2010,5,美濃,27.71,spring
苗栗縣,2010,5,苗栗,25.41,spring
南投縣,2010,5,埔里,25.49,spring
桃園市,2010,5,桃園,25.22,spring
基隆市,2010,5,基隆,24.77,spring
雲林縣,2010,5,崙背,26.26,spring
高雄市,2010,5,復興,27.88,spring
新竹縣,2010,5,湖口,24.78,spring
臺南市,2010,5,善化,26.9,spring
新北市,2010,5,菜寮,25.89,spring
臺北市,2010,5,陽明,18,spring
新竹市,2010,5,新竹,25.51,spring
新北市,2010,5,新店,25.58,spring
新北市,2010,5,新莊,25.08,spring
嘉義縣,2010,5,新港,26.34,spring
臺南市,2010,5,新營,27.35,spring
高雄市,2010,5,楠梓,27.36,spring
新北市,2010,5,萬里,23.98,spring
臺北市,2010,5,萬華,25.72,spring
嘉義市,2010,5,嘉義,27.43,spring
彰化縣,2010,5,彰化,26.25,spring
雲林縣,2010,5,臺西,26.1,spring
臺東縣,2010,5,臺東,26.9,spring
臺南市,2010,5,臺南,27.65,spring
高雄市,2010,5,鳳山,28.42,spring
屏東縣,2010,5,潮州,28.08,spring
彰化縣,2010,5,線西,25.61,spring
高雄市,2010,5,橋頭,27.71,spring
苗栗縣,2010,5,頭份,25.4,spring
桃園市,2010,5,龍潭,24.27,spring
臺中市,2010,5,豐原,26.01,spring
臺東縣,2010,5,關山,25.88,spring
桃園市,2010,5,觀音,24.82,spring
彰化縣,2011,1,二林,14.82,winter
新北市,2011,1,三重,13.93,winter
苗栗縣,2011,1,三義,10.86,winter
新北市,2011,1,土城,14.12,winter
臺北市,2011,1,士林,14.31,winter
臺中市,2011,1,大里,13.78,winter
桃園市,2011,1,大園,14.56,winter
高雄市,2011,1,大寮,16.8,winter
高雄市,2011,1,小港,17.42,winter
臺北市,2011,1,中山,14.13,winter
桃園市,2011,1,中壢,12.73,winter
高雄市,2011,1,仁武,16.46,winter
雲林縣,2011,1,斗六,15.54,winter
宜蘭縣,2011,1,冬山,14.02,winter
臺北市,2011,1,古亭,13.94,winter
高雄市,2011,1,左營,16.69,winter
桃園市,2011,1,平鎮,13.02,winter
新北市,2011,1,永和,13.92,winter
臺南市,2011,1,安南,15.25,winter
嘉義縣,2011,1,朴子,15.58,winter
新北市,2011,1,汐止,13.64,winter
南投縣,2011,1,竹山,14.19,winter
新竹縣,2011,1,竹東,13.82,winter
臺中市,2011,1,西屯,15.01,winter
臺中市,2011,1,沙鹿,13.82,winter
宜蘭縣,2011,1,宜蘭,13.93,winter
臺中市,2011,1,忠明,14.47,winter
新北市,2011,1,林口,11.99,winter
高雄市,2011,1,林園,18.04,winter
新北市,2011,1,板橋,14.38,winter
臺北市,2011,1,松山,13.66,winter
花蓮縣,2011,1,花蓮,16.95,winter
高雄市,2011,1,前金,17.11,winter
高雄市,2011,1,前鎮,17.83,winter
南投縣,2011,1,南投,14.75,winter
屏東縣,2011,1,屏東,17.62,winter
屏東縣,2011,1,恆春,18.89,winter
高雄市,2011,1,美濃,16.32,winter
苗栗縣,2011,1,苗栗,13.62,winter
南投縣,2011,1,埔里,15.45,winter
桃園市,2011,1,桃園,12.92,winter
基隆市,2011,1,基隆,14.04,winter
雲林縣,2011,1,崙背,14.98,winter
高雄市,2011,1,復興,17.17,winter
新竹縣,2011,1,湖口,13.11,winter
臺南市,2011,1,善化,16.89,winter
新北市,2011,1,菜寮,14.51,winter
臺北市,2011,1,陽明,7.43,winter
新竹市,2011,1,新竹,13.71,winter
新北市,2011,1,新店,13.73,winter
新北市,2011,1,新莊,14.47,winter
嘉義縣,2011,1,新港,14.46,winter
臺南市,2011,1,新營,15.78,winter
高雄市,2011,1,楠梓,15.99,winter
新北市,2011,1,萬里,14.5,winter
臺北市,2011,1,萬華,13.93,winter
嘉義市,2011,1,嘉義,15.41,winter
彰化縣,2011,1,彰化,14.02,winter
雲林縣,2011,1,臺西,15.27,winter
臺東縣,2011,1,臺東,18.12,winter
臺南市,2011,1,臺南,15.93,winter
高雄市,2011,1,鳳山,17.03,winter
屏東縣,2011,1,潮州,17.8,winter
彰化縣,2011,1,線西,14.29,winter
高雄市,2011,1,橋頭,16.47,winter
苗栗縣,2011,1,頭份,13.6,winter
桃園市,2011,1,龍潭,12.49,winter
臺中市,2011,1,豐原,13.15,winter
臺東縣,2011,1,關山,15.24,winter
桃園市,2011,1,觀音,14.84,winter
彰化縣,2011,2,二林,16.6,winter
新北市,2011,2,三重,16.68,winter
苗栗縣,2011,2,三義,13.77,winter
新北市,2011,2,土城,17.02,winter
臺北市,2011,2,士林,16.8,winter
臺中市,2011,2,大里,16.35,winter
桃園市,2011,2,大園,15.8,winter
高雄市,2011,2,大寮,19.72,winter
高雄市,2011,2,小港,20.15,winter
臺北市,2011,2,中山,17.18,winter
桃園市,2011,2,中壢,15.23,winter
高雄市,2011,2,仁武,19.29,winter
雲林縣,2011,2,斗六,17.65,winter
宜蘭縣,2011,2,冬山,17.13,winter
臺北市,2011,2,古亭,17.19,winter
高雄市,2011,2,左營,19.2,winter
桃園市,2011,2,平鎮,15.56,winter
新北市,2011,2,永和,17.06,winter
臺南市,2011,2,安南,17.76,winter
嘉義縣,2011,2,朴子,17.38,winter
新北市,2011,2,汐止,16.9,winter
南投縣,2011,2,竹山,16.54,winter
新竹縣,2011,2,竹東,16.02,winter
臺中市,2011,2,西屯,17.14,winter
臺中市,2011,2,沙鹿,15.53,winter
宜蘭縣,2011,2,宜蘭,17.19,winter
臺中市,2011,2,忠明,17.07,winter
新北市,2011,2,林口,15.07,winter
高雄市,2011,2,林園,20.16,winter
新北市,2011,2,板橋,17.57,winter
臺北市,2011,2,松山,16.8,winter
花蓮縣,2011,2,花蓮,19.31,winter
高雄市,2011,2,前金,19.78,winter
高雄市,2011,2,前鎮,20.59,winter
南投縣,2011,2,南投,17.13,winter
屏東縣,2011,2,屏東,20.58,winter
屏東縣,2011,2,恆春,20.63,winter
高雄市,2011,2,美濃,19.14,winter
苗栗縣,2011,2,苗栗,15.26,winter
南投縣,2011,2,埔里,17.46,winter
桃園市,2011,2,桃園,15.65,winter
基隆市,2011,2,基隆,16.53,winter
雲林縣,2011,2,崙背,16.57,winter
高雄市,2011,2,復興,19.95,winter
新竹縣,2011,2,湖口,15.21,winter
臺南市,2011,2,善化,19.34,winter
新北市,2011,2,菜寮,17.35,winter
臺北市,2011,2,陽明,10.98,winter
新竹市,2011,2,新竹,15.61,winter
新北市,2011,2,新店,16.89,winter
新北市,2011,2,新莊,17.31,winter
